"TotalSF","OverallQual2","YearBuilt","GarageCars","LotArea","KitchenQual","GarageType","FireplaceQu","Target"
1812,"Average",1954,1,10215,"Average","Attached","No Fireplace",111000
2956,"Below Average",1957,2,8400,"Average","Attached","Good",156500
720,"Average",1949,1,6627,"Average","Detached","No Fireplace",72500
2673,"Average",1992,2,10186,"Good","Attached","Average",190000
1128,"Average",1940,0,5330,"Fair","No Garage","No Fireplace",82500
3590,"Above Average",2006,3,9986,"Good","Attached","Good",147000
1592,"Below Average",1922,0,3636,"Average","No Garage","No Fireplace",55000
1318,"Average",1931,0,4270,"Good","No Garage","No Fireplace",79000
1632,"Average",1982,1,6600,"Good","Attached","Excellent",130500
4302,"Average",1920,2,10440,"Average","Detached","Average",256000
2567,"Average",1998,2,9084,"Average","Attached","Average",176500
3176,"Above Average",2006,3,10000,"Good","Attached","Good",227000
1865,"Average",1976,2,10780,"Average","Detached","No Fireplace",132500
1632,"Average",1938,1,8877,"Average","Detached","Good",100000
2163,"Average",1938,1,7200,"Good","Detached","No Fireplace",125500
2130,"Average",1970,2,2368,"Average","Attached","No Fireplace",125000
2684,"Average",1977,2,9650,"Average","Attached","Average",167900
3312,"Average",1973,2,9246,"Average","Detached","No Fireplace",135000
1386,"Below Average",1941,0,4118,"Fair","No Garage","No Fireplace",52500
2777,"Average",2002,2,13450,"Good","Built In","No Fireplace",200000
1728,"Average",1972,1,9560,"Average","Attached","No Fireplace",128500
1730,"Average",1971,4,8294,"Average","Detached","No Fireplace",123000
2228,"Average",2003,2,13695,"Good","Detached","No Fireplace",155000
3453,"Above Average",2002,2,9375,"Good","Attached","Good",228500
2809,"Average",1928,2,7558,"Average","Detached","Average",177000
2184,"Average",2006,2,11103,"Good","Attached","Average",155835
1920,"Below Average",1920,1,6000,"Fair","Detached","No Fireplace",108500
3724,"Average",1968,2,20781,"Average","Attached","Good",262500
3508,"Above Average",2006,3,15306,"Good","Attached","Good",283463
2976,"Average",1998,2,16196,"Good","Attached","Fair",215000
3042,"Above Average",1872,0,5250,"Average","No Garage","No Fireplace",122000
3882,"Average",1969,4,11643,"Average","Detached","No Fireplace",200000
2574,"Average",1962,2,9247,"Average","Attached","Good",171000
1874,"Average",1937,2,6000,"Average","Detached","No Fireplace",134900
5271,"Above Average",1995,3,14720,"Good","Attached","Excellent",410000
2857,"Average",2000,3,10316,"Good","Attached","Average",235000
2490,"Average",1968,2,10192,"Good","Attached","Average",170000
1756,"Average",1966,1,9477,"Average","Attached","No Fireplace",110000
2156,"Average",1971,2,12537,"Average","Attached","Fair",149900
2329,"Average",2000,2,2117,"Good","Detached","No Fireplace",177500
3960,"Above Average",2004,3,16737,"Excellent","Attached","Good",315000
3213,"Average",1921,2,9842,"Average","Built In","No Fireplace",189000
3060,"Average",2005,2,16158,"Good","Attached","Good",260000
2453,"Below Average",1920,1,12513,"Average","Attached","Good",104900
2028,"Average",2006,2,8499,"Good","Built In","Good",156932
1800,"Average",2005,2,3180,"Good","Detached","No Fireplace",144152
2488,"Average",2000,2,7500,"Good","Attached","No Fireplace",216000
2663,"Average",1999,2,9179,"Good","Attached","No Fireplace",193000
2232,"Average",1977,1,2665,"Average","Attached","Average",127000
1696,"Average",2003,2,4435,"Good","Attached","No Fireplace",144000
3325,"Above Average",2003,2,10635,"Good","Attached","Average",232000
2214,"Average",1920,1,5400,"Average","Detached","No Fireplace",105000
2653,"Average",1955,1,9600,"Good","Built In","Average",165500
3205,"Average",1998,2,9750,"Good","Detached","Average",274300
5266,"Above Average",2001,3,11400,"Excellent","Attached","Good",466500
2984,"Average",2005,3,10625,"Good","Attached","Good",250000
3142,"Above Average",2007,3,10991,"Good","Attached","Good",239000
1558,"Average",1930,1,6292,"Average","Detached","No Fireplace",91000
2588,"Average",1941,2,10998,"Average","Detached","No Fireplace",117000
1470,"Average",1973,1,1953,"Average","Detached","No Fireplace",83000
1778,"Average",2006,2,9735,"Good","Built In","No Fireplace",167500
1728,"Below Average",1914,1,8212,"Average","Detached","No Fireplace",58500
3322,"Average",1970,2,12925,"Average","Attached","Good",237500
2358,"Average",1920,2,7200,"Good","Detached","No Fireplace",157000
2232,"Average",1918,2,25339,"Good","Attached","No Fireplace",112000
1818,"Average",1939,1,9060,"Average","Detached","No Fireplace",105000
1950,"Average",1922,1,5436,"Good","Detached","No Fireplace",125500
4176,"Average",1978,2,16692,"Good","Attached","Average",250000
3240,"Average",1916,1,8520,"Good","Detached","Good",136000
3492,"Above Average",2006,3,14892,"Excellent","Attached","Good",377500
1953,"Average",1941,2,6000,"Average","Detached","Good",131000
3050,"Average",2000,2,9100,"Good","Attached","No Fireplace",235000
3168,"Average",1967,3,8944,"Average","Detached","No Fireplace",124000
1764,"Average",1967,1,7838,"Average","Attached","Poor",123000
2394,"Average",1905,2,10800,"Average","Detached","Average",163000
2856,"Average",2006,3,4045,"Good","Attached","Good",246578
3576,"Above Average",2005,3,12665,"Good","Built In","Good",281213
2434,"Average",1948,2,57200,"Average","Detached","Average",160000
2452,"Average",1920,1,6120,"Average","Detached","No Fireplace",137500
3112,"Below Average",1950,1,7200,"Average","Attached","No Fireplace",138000
2584,"Average",1925,1,6171,"Good","Detached","Good",137450
2020,"Average",1929,1,6000,"Average","Built In","Good",120000
2432,"Average",2004,2,7415,"Average","Attached","Average",193000
2580,"Average",2006,2,6762,"Good","Attached","Good",193879
2949,"Above Average",2007,3,15256,"Good","Attached","No Fireplace",282922
1886,"Below Average",1915,3,10410,"Average","Detached","No Fireplace",105000
3240,"Above Average",2004,2,3842,"Good","Attached","Good",275000
1536,"Average",1972,2,8445,"Average","Detached","No Fireplace",133000
1666,"Average",1985,0,8780,"Average","No Garage","No Fireplace",112000
1985,"Average",1910,2,7740,"Average","Detached","No Fireplace",125500
2884,"Average",1986,2,20544,"Average","Attached","Average",215000
2784,"Average",2001,2,12420,"Good","Attached","No Fireplace",230000
2524,"Average",1950,1,9600,"Average","Attached","No Fireplace",140000
1040,"Average",1949,2,7200,"Average","Detached","No Fireplace",90000
3688,"Above Average",2005,2,10994,"Good","Attached","Good",257000
2681,"Average",1923,2,13053,"Good","Detached","Good",207000
2955,"Average",2007,3,3635,"Good","Attached","Average",175900
3067,"Average",1885,2,11340,"Average","Detached","No Fireplace",122500
3734,"Above Average",1998,3,16545,"Good","Attached","Average",340000
2288,"Average",1963,1,9204,"Average","Detached","No Fireplace",124000
3688,"Average",1969,2,16381,"Good","Attached","Average",223000
2124,"Average",1968,2,11700,"Average","Attached","Average",179900
2138,"Average",1977,2,4043,"Average","Attached","Fair",127500
1696,"Average",2003,2,4435,"Good","Attached","No Fireplace",136500
2898,"Average",1966,2,19690,"Good","Attached","Good",274970
2368,"Average",1958,1,9503,"Average","Detached","Average",144000
2504,"Average",1959,2,10721,"Good","Detached","No Fireplace",142000
3350,"Average",1994,2,10944,"Good","Attached","Average",271000
2471,"Average",1945,1,10930,"Average","Attached","Average",140000
1592,"Average",1940,1,7200,"Good","Attached","Good",119000
2880,"Average",1981,2,12546,"Good","Attached","Average",182900
2570,"Average",2005,2,21930,"Average","Built In","Good",192140
1916,"Average",1976,2,4928,"Average","Attached","No Fireplace",143750
1624,"Average",1927,1,10800,"Average","Detached","No Fireplace",64500
2728,"Average",2000,2,10261,"Average","Attached","Average",186500
2252,"Average",1977,2,17400,"Average","Attached","Good",160000
2856,"Average",1962,2,8400,"Good","Attached","Good",174000
1728,"Average",1971,2,9000,"Average","Detached","No Fireplace",120500
3864,"Above Average",2008,3,12444,"Excellent","Attached","Good",394617
2148,"Average",1957,2,7407,"Average","Attached","No Fireplace",149700
2264,"Average",1979,2,11584,"Average","Attached","Average",197000
3143,"Average",1922,2,11526,"Average","Detached","Good",191000
1696,"Average",2004,2,4426,"Good","Attached","Average",149300
3024,"Above Average",2008,3,11003,"Excellent","Attached","Excellent",310000
1904,"Average",1916,1,8854,"Fair","Detached","Good",121000
2844,"Average",2004,2,8500,"Good","Attached","No Fireplace",179600
1727,"Average",1966,1,8400,"Average","Detached","No Fireplace",129000
2376,"Average",1962,1,26142,"Average","Attached","No Fireplace",157900
3310,"Above Average",1995,2,10000,"Good","Attached","Average",240000
1906,"Average",1910,1,11767,"Average","Detached","No Fireplace",112000
1260,"Average",1970,0,1533,"Excellent","No Garage","No Fireplace",92000
2688,"Average",1974,0,9000,"Average","No Garage","No Fireplace",136000
3151,"Above Average",2008,3,9262,"Excellent","Attached","Good",287090
1619,"Average",2005,2,3675,"Average","Basement Garage","No Fireplace",145000
2280,"Average",2006,0,17217,"Average","No Garage","No Fireplace",84500
2442,"Average",2004,2,7500,"Good","Attached","No Fireplace",185000
2600,"Average",1999,2,7917,"Average","Attached","Average",175000
3615,"Average",1978,2,13175,"Average","Attached","Average",210000
3492,"Average",1941,1,9042,"Good","Attached","Good",266500
2156,"Average",1950,1,9717,"Good","Attached","No Fireplace",142125
2512,"Average",1965,1,9937,"Average","Attached","No Fireplace",147500
